price,address,bds,ba,sqft,image
"$949,000","225 W 70th St APT 2B, New York, NY 10023",1,2,"22,626","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$595,000","500 W 43rd St APT 20D, New York, NY 10036",Studio,1,400,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$849,000","1055 E 40th St, Brooklyn, NY 11210",5,2,"2,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$440,000","243 78th St APT 5H, Brooklyn, NY 11209",1,1,750,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$619,000","4020 Hubbard Pl, Brooklyn, NY 11210",4,1,"1,902","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,249,000","104 Main St, Staten Island, NY 10307",6,4,"4,684",N/A
"$1,399,000","1715 71st St, Brooklyn, NY 11204",3,2,"1,769","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$395,000","310 E 49th St APT 10-B, New York, NY 10017",Studio,1,600,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,395,000","3146 Bedford Ave, Brooklyn, NY 11210",4,2,"2,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$388,000","29-50 137th St APT 4F, Flushing, NY 11354",2,2,--,N/A
"$650,000","101-34 109th St, Richmond Hill, NY 11419",4,2,--,N/A
"$859,000","1108 Stratford Ave, Bronx, NY 10472",7,3,"2,700","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$269,000","1047 Faile St #1047A, Bronx, NY 10459",2,1,764,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$480,000","160 W End Ave APT 30L, New York, NY 10023",Studio,1,530,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,450,000","4117 18th Ave, Brooklyn, NY 11218",6,2,"2,290","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$629,000","3410 75th St APT 6K, Jackson Heights, NY 11372",2,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,388,888","182 Mulberry St APT 4, New York, NY 10012",2,2,"1,505","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$709,000","61 Arden Ave, Staten Island, NY 10312",4,4,"1,940","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,600,000","217-12 Hempstead Ave, Queens Village, NY 11429",4,3,"2,520","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,900,000","144-08A Liberty Ave, Jamaica, NY 11435",8,5,"3,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$650,000","7 Father Capodanno Blvd, Staten Island, NY 10305",3,2,"1,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$169,000","2215 Cruger Ave APT 6C, Bronx, NY 10467",1,1,750,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$439,000","6417 72nd St APT 3D, Middle Village, NY 11379",1,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$715,000","3409 Fillmore Ave, Brooklyn, NY 11234",3,4,"1,200",N/A
"$275,000","1460 Parkchester Rd APT 5C, Bronx, NY 10462",2,1,850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$440,000","2932 W 5th St, Brooklyn, NY 11224",2,1,"1,050","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$749,000","19805 Hollis Ave, Jamaica, NY 11412",5,4,"2,585","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,800,000","135 Henry St APT 5, Brooklyn, NY 11201",2,2,"1,600","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,130,000","2381 Ocean Ave APT 8C, Brooklyn, NY 11229",3,3,"2,113","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$875,000","552 Chestnut St, Brooklyn, NY 11208",4,3,"2,695","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$3,799,990","455 Franklin Ave, Brooklyn, NY 11238",10,11,"5,995","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,234,000","2306 Bath Ave, Brooklyn, NY 11214",2,2,"1,950",https://photos.zillowstatic.com/fp/2597880990661f2b76e1a6f0795d4724-p_e.jpg
"$899,999","1313 Avenue Y, Brooklyn, NY 11235",3,2,"1,312",https://photos.zillowstatic.com/fp/7302d91c2ce3f2541df6dd07862e99a9-p_e.jpg
"$649,900","46 Jumel St, Staten Island, NY 10308",3,3,"1,536",https://photos.zillowstatic.com/fp/e18a6b3339dd583d05c79eb4e93f86ac-p_e.jpg
"$635,000","14238 37th Ave #5, Flushing, NY 11354",1,1,401,https://photos.zillowstatic.com/p_e/ISzzhx0lnzbi610000000000.jpg
"$3,499,000","62 E 1st St APT 1N, New York, NY 10003",2,3,"1,790",https://photos.zillowstatic.com/p_e/ISvcx67mhkgm570000000000.jpg
"$765,000","1464 E 70th St, Brooklyn, NY 11234",3,2,"1,683",https://photos.zillowstatic.com/fp/354d0da0c18f310e0247d0789ca8c858-p_e.jpg
"$299,000","3815 149th St APT 5V, Flushing, NY 11354",1,1,"114,151",https://photos.zillowstatic.com/p_e/ISz3dgr3jdh8dc0000000000.jpg
"$1,495,000","440 Kent Ave #1C, Brooklyn, NY 11249",2,2,"1,175",https://photos.zillowstatic.com/fp/5db96b398b36384f8679fa958eca8052-p_e.jpg
"$510,000","11529 146th St, Jamaica, NY 11436",3,2,"1,024",https://photos.zillowstatic.com/fp/68f02da4ee9d4ad52ef6458d16cfc36d-p_e.jpg
"$324,000","9737 63rd Rd #6M, Rego Park, NY 11374",1,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$639,000","1413 Reed Pl #A, Bronx, NY 10465",3,2,"1,800",N/A
"$990,000","244 Roma Ave, Staten Island, NY 10306",3,4,"1,750","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,995,000","296 Atlantic Ave APT 1, Brooklyn, NY 11201",4,2,"3,420","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$299,000","144-14 77th Rd APT 1B, Flushing, NY 11367",2,1,880,N/A
"$328,888","7378 Springfield Blvd #2, Bayside, NY 11364",2,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$250,000","1563 Metropolitan Ave APT 6G, Bronx, NY 10462",2,1,900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$740,000","177 Finley Ave, Staten Island, NY 10306",5,2,"2,148","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$925,000","399 E 72nd St APT 16H, New York, NY 10021",2,1,981,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$378,500","3111 Brighton 2nd St APT 1C, Brooklyn, NY 11235",2,1,"1,150","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,300,000","16515 Cross Island Pkwy, Flushing, NY 11357",2,--,"2,451",N/A
"$435,000","450 Englewood Ave, Staten Island, NY 10309",1.01,N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$449,000","4401 4th Ave APT B5, Brooklyn, NY 11220",1,1,500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$4,895,000","170 E 87th St APT E8A, New York, NY 10128",4,4,"2,610","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$399,000","50 Brighton 1st Rd, Brooklyn, NY 11235",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$4,499,999","876 58th St, Brooklyn, NY 11220",12,4,"4,640","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$269,000","2615 Homecrest Ave APT 6C, Brooklyn, NY 11235",1,1,720,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$4,500,000","224 Withers St, Brooklyn, NY 11211",8,6,"4,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$225,000","97-40 62nd Drive, Rego Park, NY 11374",Studio,1,650,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$799,999","3416 Barker Ave, Bronx, NY 10467",6,4,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$558,000","13222 Sanford Ave APT 3R, Flushing, NY 11355",1,1,624,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$670,000","244-19 135th Ave, Rosedale, NY 11422",3,3,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$559,000","4555 Henry Hudson Pkwy APT 1109, Bronx, NY 10471",3,2,"1,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$220,000","3225 88th St, East Elmhurst, NY 11369",1,1,700,N/A
"$1,175,000","198-37 50th Ave, Fresh Meadows, NY 11365",4,2,"1,190","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$999,999","1933 Vyse Ave, Bronx, NY 10460",7,4,"3,321","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$525,000","1756 Ocean Ave #3D, Brooklyn, NY 11230",2,1,792,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$910,000","302 W 79th St APT 2A, New York, NY 10024",2,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$929,000","853 Lenox Rd, Brooklyn, NY 11203",5,2,"4,140",N/A
"$875,000","1285 Hoe Ave, Bronx, NY 10459",10,4,"3,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,625,000","11-02 49th Ave #9A, Long Island City, NY 11101",2,2,"1,338","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,150,000","7516 64th Pl, Glendale, NY 11385",6,3,"1,553",https://photos.zillowstatic.com/fp/e570009b1228bb19743e849612172de5-p_e.jpg
"$798,000","859 E 164th St, Bronx, NY 10459",7,4,"3,000",https://photos.zillowstatic.com/fp/4f5df1240fd52e55dcca7c3e5fe820fa-p_e.jpg
"$280,000","70 Park Ter E APT 6G, New York, NY 10034",Studio,1,475,https://photos.zillowstatic.com/p_e/ISvww775wvq1oq0000000000.jpg
"$799,000","349 E 59th St, Brooklyn, NY 11203",3,4,"1,732",https://photos.zillowstatic.com/fp/eafa353fe51622fa346eba256eeb871d-p_e.jpg
"$1,600,000","181 Hester St APT 3A, New York, NY 10013",--,1,500,https://photos.zillowstatic.com/fp/cb79b3741534bdf38e538f77cc67617c-p_e.jpg
"$1,375,000","1914 Cornelia St, Ridgewood, NY 11385",5,3,"2,189",https://photos.zillowstatic.com/p_e/ISzzh92e8g4ij01000000000.jpg
"$1,500,000","5021 65th Pl, Flushing, NY 11377",5,3,"2,680",N/A
"$1,250,000","2951 Brighton 8th St, Brooklyn, NY 11235","3,600",N/A,N/A,https://photos.zillowstatic.com/fp/396e463f7db318532c8a01838bf01fe5-p_e.jpg
"$1,650,000","1438 65th St, Brooklyn, NY 11219",7,4,"3,200",https://photos.zillowstatic.com/fp/41050876a8d6f1d5823c9fb4b981667a-p_e.jpg
"$1,100,000","59-17 Parsons Blvd, Fresh Meadows, NY 11365",4,3,"1,428","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,500,000","523 Rutland Rd, Brooklyn, NY 11203",6,4,"2,500","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$929,000","1692 Weeks Ave, Bronx, NY 10457",8,3,"3,066","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,200,000","1012 Clintonville St, Flushing, NY 11357",2,2,"1,310",N/A
"$990,000","10524 Flatlands 4th St, Brooklyn, NY 11236",6,5,"2,508",N/A
"$1,249,000","13827 91st Ave, Jamaica, NY 11435",8,4,"2,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,449,000","3604 13th Ave, Brooklyn, NY 11218",3,2,"2,502","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$957,000","4028 College Point Blvd APT 1607, Flushing, NY 11354",2,2,"1,059","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$784,000","621 Manor Rd, Staten Island, NY 10314",4,3,"1,985","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$829,000","20 W 64th St APT 25N, New York, NY 10023",1,--,550,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,090,000","214-39 39th Ave, Bayside, NY 11361","3,500",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,500,000","2174 Bathgate Ave, Bronx, NY 10457",12,6,"4,375","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$680,000","2113 Mermaid Ave, Brooklyn, NY 11224",3,2,"1,344",N/A
"$1,500,000","1261 41st St, Brooklyn, NY 11218",5,3,"2,352",N/A
"$1,650,000","1186 Bay St, Staten Island, NY 10305",7,4,"2,000",N/A
"$460,000","4002 7th Ave APT 37, Brooklyn, NY 11232",1,1,570,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$488,888","4045 68th St APT 4A, Flushing, NY 11377",1,1,613,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$849,999","682 Georgia Ave, Brooklyn, NY 11207",5,3,"2,928","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$650,000","123 Hendricks Ave, Staten Island, NY 10301",3,4,"2,520","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,389,000","5907 20th Ave, Brooklyn, NY 11204",3,3,"2,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,546,088","2458 E 7th St, Brooklyn, NY 11235",4,2,"3,056",N/A
"$599,000","2565 W 17th St #2B, Brooklyn, NY 11214",2,1,820,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$889,999","1344 E 100th St, Brooklyn, NY 11236",7,2,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$465,000","8610 Dumont Ave #5A, Jamaica, NY 11417",2,2,"1,152",N/A
"$1,389,000","62-22 60th Ave #2, Maspeth, NY 11378",5,5,"3,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$799,999","14636 176th St, Jamaica, NY 11434",4,2,"1,020","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$549,910","244 Madison Ave APT 5C, New York, NY 10016",Studio,1,600,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$749,999","432 Linden Blvd, Brooklyn, NY 11203",3,--,"1,550","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$228,000","350 Richmond Ter APT 1E, Staten Island, NY 10301",1,1,734,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$313,000","73-55 217th St #362A1, Oakland Gardens, NY 11364",2,1,750,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$915,000","964 E 32nd St #964, Brooklyn, NY 11210",3,3,"2,700",N/A
"$989,999","1173 E 87th St, Brooklyn, NY 11236",5,3,--,https://photos.zillowstatic.com/p_e/ISr9gk66pf5frx0000000000.jpg
"$385,000","2908 139th St APT 3B, Flushing, NY 11354",3,1,"184,694",https://photos.zillowstatic.com/p_e/ISbtg1a6pd9flg1000000000.jpg
"$850,000","8803 Sabre St, Queens, NY 11427",6,3,"1,100",N/A
"$250,000","8111 45th Ave APT 8V, Flushing, NY 11373",Studio,1,450,https://photos.zillowstatic.com/p_e/ISblqftr8d8n8w1000000000.jpg
"$819,000","868 E 164th St, Bronx, NY 10459",13,3,"3,072",N/A
"$1,434,000","77 W 55th St APT 4B, New York, NY 10019",2,2,"1,200",https://photos.zillowstatic.com/fp/a53aaa6ef7f3594d926e14f22775c7e6-p_e.jpg
"$395,000","166 E 61st St APT 7D, New York, NY 10065",Studio,1,550,https://photos.zillowstatic.com/p_e/IS3jn9ukf68r3j0000000000.jpg
"$1,325,000","11 Riverside Dr APT 12UW, New York, NY 10023",1,1,--,https://photos.zillowstatic.com/p_e/ISfglb4iz2yfyd0000000000.jpg
"$1,299,999","75 E End Ave APT 2G, New York, NY 10028",2,2,"1,002",https://photos.zillowstatic.com/fp/403e1fb63acd1833fc52a9ece83301ad-p_e.jpg
"$315,000","2425 Haring St APT 6, Brooklyn, NY 11235",2,1,930,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$849,000","1985 New York Ave, Brooklyn, NY 11210",3,2,"1,274",N/A
"$575,000","1010 Dr Martin L King Jr Blvd, Bronx, NY 10452","2,075",N/A,N/A,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$479,000","3536 76th St APT 405, Flushing, NY 11372",2,1,880,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,100,000","273 Sumpter St, Brooklyn, NY 11233",8,3,"3,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$204,999","2241 Plumb 1st St APT 3K, Brooklyn, NY 11229",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,249,000","13827 91st Ave, Jamaica, NY 11435",8,4,"2,300","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$439,000","464 Neptune Ave APT 15B, Brooklyn, NY 11224",2,1,"1,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$299,000","163-76 17th Ave FLOOR 2, Whitestone, NY 11357",1,1,--,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$519,000","3400 Wallace Ave, Bronx, NY 10467",5,3,"1,300",N/A
"$659,000","368 Sleight Ave, Staten Island, NY 10307",3,1,"1,152","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$575,000","242 E 25th St APT 5C, New York, NY 10010",Studio,1,549,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$425,000","2626 Homecrest Ave APT 7G, Brooklyn, NY 11235",1,1,850,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$949,999","3863 Hylan Blvd, Staten Island, NY 10308",6,3,"3,244","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$735,000","264 E Broadway APT C1702, New York, NY 10002",1,1,800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$868,000","14105 Cherry Ave APT 7D, Flushing, NY 11355",2,3,"1,183","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$539,998","2800 Coyle St APT 604, Brooklyn, NY 11235",2,2,"1,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$595,000","90 Elizabeth St, Staten Island, NY 10310",3,3,"1,296",N/A
"$1,575,000","2017 65th St, Brooklyn, NY 11204",6,3,"2,320",N/A
"$485,000","300 E 71st St APT 12S, New York, NY 10021",Studio,1,550,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$2,249,000","125 Dumont Ave, Brooklyn, NY 11212",8,5,"5,250","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$529,000","14415 223rd St, Laurelton, NY 11413",3,2,"1,065","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$345,000","25 Tudor City Pl APT 303, New York, NY 10017",Studio,1,390,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,700,000","8734 169th St, Jamaica, NY 11432",8,5,"4,000","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$798,888","8160 261st St, Queens, NY 11004",3,3,"1,481","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,350,000","224 Albee Ave, Staten Island, NY 10312",5,4,"2,480",N/A
"$1,500,000","1672 Nelson Ave, Bronx, NY 10453",12,4,"3,168",N/A
"$900,000","10745 123rd St, Jamaica, NY 11419",4,3,"1,416","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$1,050,000","3602 Avenue K, Brooklyn, NY 11210",4,4,"2,100","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$240,000","1409 Metropolitan Ave, Bronx, NY 10462",1,1,655,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"$369,000","1707 Saint Johns Pl, Brooklyn, NY 11233","1,532",N/A,N/A,N/A
"$3,000,000","425 E 51st St APT 6A, New York, NY 10022",3,3,"2,000",https://photos.zillowstatic.com/p_e/ISznsxyz6ds5h40000000000.jpg
"$345,000","5800 Arlington Ave APT 1F, Bronx, NY 10471",2,1,898,N/A
"$1,550,000","10849 63rd Dr #YL9, Forest Hills, NY 11375",4,3,"3,600",https://photos.zillowstatic.com/p_e/ISz7kwbddx2wat1000000000.jpg
"$519,000","175 Adams St APT 7E, Brooklyn, NY 11201",1,1,675,https://photos.zillowstatic.com/p_e/ISnaappdzz1m821000000000.jpg
"$399,000","67-30 Clyde St APT 7A, Forest Hills, NY 11375",2,1,"1,000",https://photos.zillowstatic.com/p_e/ISrhibn1rsqigb1000000000.jpg
"$1,150,000","1438 3rd Ave APT 9A, New York, NY 10028",1,2,771,https://photos.zillowstatic.com/fp/2246066dd8dc91881681bf6195af80c6-p_e.jpg
"$995,000","103 Main St #6, Staten Island, NY 10307",9,6,"4,650",https://photos.zillowstatic.com/fp/763eae70edc6fee4bb9dd0d545c6e5a2-p_e.jpg
"$985,000","55 Corbin Pl, Brooklyn, NY 11235",3,3,"1,744",https://photos.zillowstatic.com/fp/081ab4a4052920b3e46fef00b83747fc-p_e.jpg
"$220,000","5700 Arlington Ave, Bronx, NY 10471",1,1,656,https://photos.zillowstatic.com/p_e/IS7uudc1fogemk1000000000.jpg
"$799,999","12208 Montauk St, Jamaica, NY 11413",6,5,"2,200","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
